jieba_clean_result
"['討論', ' ', '33', '內鬼', '亮哥', '說', '國會改革法', '民眾黨', '提', ' ', '國民黨', '道理', '挺', '你', ' ', '33', '反對', ' ', '財政', '收支', '劃分法', '對決', ' ', '本來', '負責', '提案', ' ', '33', '進場', '然後時間', '提前', '藍白', '合', ' ', '33', '反對', ' ', '態度', '擺', '硬', ' ', '還跟凌濤', '翻', '臉然', '時間', '提前', '副', '市長', ' ', '阿北', '出事', '時間點', ' ', '33', '當副市', '長', ' ', '富商', '33', '牽線', '一家', '現在還', '內鬼', ' ', '真的', '扯']"
"['黑特', ' ', '一定', '想', '辦法', '送', '黃國昌', '法院', '早安', '真的', '太', '誇張', '原本', '勞動部', '事件', '一樁', '悲劇', '但後來', '板', '眾們', '文章', '黃國昌', '黃', '委員', '誇張', '晚', '候任', '洪', '部長', '多久', '第一', '時間', '利益', '良善', '何前', '部長', '咆哮', '真的', '太誇張', '共犯', '名義送', '黃', '委員上', '法院', '----', ' ', ' ', ' ', ' ', ' ', ' ', '12', ' ']"
"['討論', ' ', '中日', '大戰', '民進黨', '支持者', '還會', '喊', '台灣隊', '晚上', '精彩', '棒球', '中日', '大戰', '中華隊', '日本', '隊', '冠軍賽', '前', '先', '一場', '好奇', '台灣隊', '一直', '自卑', '民進黨', '支持者', '喊', '民進黨', '支持者', '乖乖', '喊', '中華隊', '中華', '台北', '隊', '猜', '自慰', '喊', '台灣隊', '可悲', ' ', '中', '發動', '運動賽', '事', '正名', '民進黨', '支持者', '有夠', '孬']"
"['討論', ' ', '廣東', '潮州', '消防', '檢查致', '商店', '集體', '關門', '11', '月', '20', '日', '中國', '廣東', '潮州市', '政府', '下發', '通知', '宣', '佈', '消防安全', '環保衛生', '考核', '如企業', '合格', '查到', '將罰款', '萬元', '導致', '潮州市', '商店', '近日', '關門', '不營業', '小型', '商店', '收起', '做', '總計', '數量', '高達', '數十萬家', '狀況', '嚴', '重影', '響', '居民', '日常生活', '市政府', '隔天', '緊急', '通知', '企業', '商鋪', '正當', '理由', '惡意', '關門', '拒檢', '惡意', '不繼續', '經營', '478', '83', '372', '18596', '33', '820770672855', '阿北', '說', '中國', '官員素質', '高', '笑', '死', '支那', '政府', '沒錢', '藉', '檢查', '勒索', '商家', '想到', '你', '玩', '乾脆', '收起', '做', '真的', '割', '韭菜', '割到連', '寸土', '不留', ' ', ' ', '你', '顏色', '喔', ' ', ' ', ' ', '查看', '你', '政治', '傾向', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', '任意', '鍵繼續', ' ']"
"[' ', '討論', ' ', '洪申翰', '勞動部長', '錯', ' ', '引述', ' ', '小紅帽', '之銘言', ' ', '洪申翰', '立委', ' ', '說', '真的', ' ', '優秀', ' ', '卓越', '問政成績', ' ', '轉當', '勞動部長', '何會', '一直', '砲', ' ', '請問', '一下', ' ', '有性', '騷', '貪污', '販毒', '違建', '說', '洪申翰', '罵', '爆', '做', '錯', '很爛', '很爛', '民進黨', '民進黨', '貪腐政黨', '爛黨', '人才', '同理', '套用', '民進黨', '官', '身上', '藍白', '舉出', '一狗票', '民進黨', '政府', '狗官', '綠鳥側翼', '舉出', '一個', '民進黨', '政府', '官來']"
"['討論', ' ', '萬老師', '智力', '低', '承認', '拖延', '萬老師', '智力', '低', '承認', '發言', '拖延', '時間', '笑', '死', '立法', '委員', '薪水', '萬老師', '自暴', '說', '上台', '發言', '拖延', '時間', '浪費', '納稅', '錢', '智障', '青鳥', '愛']"
"['黑特', ' ', '幹', '謝宜容', '罪魁', '禍首', '感謝', '台灣', '教育', '從小教會', '欺善', '附惡', '霸凌', '民主', '本性', '謝宜容', '突顯', '台灣', '社會', '慣例', '我承認', '這是', '人性', '壓榨', '個體', '像是', '性騷性', '侵', '霸凌', '表徵', '之一', '霸凌', '一直', '發生', '校園', '解決', '社會', '解決', '放屁', '謝', '謝', '靠山', '挖出', '棒球', '洗幾天', '版面', '發生過', '一樣']"
"[' ', '黑特', ' ', '洪申翰', '杜絕', '打假', '卡', '左派', '政策', '可笑', '罵', '鄉民', '一樣', '智障', '打假', '卡', '你', '很閒', '做', '假資料', '喔', '錯誤', '勞基法', '勞基法管', '一天', '加班', '幾小時', '一個', '禮拜', '加班', '多久', '六日', '只能', '上班', '一天', '你', '公司', '事情', '配合', '勞基法', '緊急訂', '單要', '配合', '勞基法', '時程', '競爭', '手', '拼', '研發', '速度', '手', '罵', '理解', '事', '期限', '你們', '一輩子', '最底', '層', '所有人', '事', '底層', '思維一樣', '什麼員', '工要', '配合', '公司', '打假', '卡', '你', '眼中', '奴性', '左膠', '勞動部', '底層', '鄉民', '智障', '溝通', '何不', '杜絕', '打假', '卡', '原因', ' ', '引述', ' ', ' ', '之銘言', ' ', '勞動部', '死人', ' ', '勞動部', '職場霸凌', ' ', '檢討過', ' ', '事情', ' ', '杜絕', '打假', '卡', ' ', '太棒了', ' ', '全台灣', '勞檢人員', ' ', '加油', ' ', ' ', ' ', ' ', ' ', ' ', '14', ' ']"
"['討論', ' ', '目的良善', '但行', '為過', '嚴', '苛', '啥意思', '剛剛', '查', '百科', '全書', '霸凌', '2024', '年', '中華民國', '勞動部', '解釋', '霸凌', '目的良善', '但行', '為過', '嚴苛', '目的良善', ' ', '但行', '嚴', '苛', '霸凌', '申訴', '霸凌', '目的良善', '但行', '為過', '嚴', '苛求', '解釋', '文盲', '實在', '看不懂', '47', '.-----', ' ', ' ', ' ', ' ', ' ']"
"[' ', '討論', ' ', '33', '內鬼', '早', '說', '33', '內鬼', '33', '戰績', '破壞者', '總統', '大選', '藍白', '合在帳', '目表上', '留後門', '放線', '索給', '給人', '之後再', '阿北', '送去', '羈押', '這裡', '33', '功成身退', '民眾黨', '阿北', '不攻自破', '民眾黨', '內部', '戰神', '站', '國民黨', '33', '很明顯', '站', '民進黨', '阿北', '羈押', '不演', '國會', '法案', '投票', '通通', '國民黨', '藉口', '缺席', '目的', '民眾黨', '解散', '跳槽', '民進黨', ' ', '引述', '123', ' ', '哥', '之銘言', ' ', '亮哥', '說', '國會改革法', '民眾黨', '提', ' ', '國民黨', '道理', '挺', '你', ' ', '33', '反對', ' ', '財政', '收支', '劃分法', ' ', '對決', ' ', '本來', '負責', '提案', ' ', '33', '進場', ' ', '然後時間', '提前', '藍白', '合', ' ', '33', '反對', ' ', '態度', '擺', '硬', ' ', '還跟凌濤', '翻臉', ' ', '然後時間', '提前', '副', '市長', ' ', '阿北', '出事', '時間點', ' ', '33', '當副市', '長', ' ', '富商', ' ', '33', '牽線', ' ', '一家', '現在還', '內鬼', ' ', '真的', '扯', '-----', ' ', ' ', ' ', ' ', ' ']"
